hotel,lead_time,arrival_month,arrival_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,room_type,previous_cancellations,previous_bookings_not_canceled,adr,occupancy_rate
Resort Hotel,86,6,25,7,1,2,0,1,Deluxe,3,9,6729.07,0.747
Resort Hotel,317,12,32,5,2,2,0,1,Deluxe,4,5,6686.83,0.972
City Hotel,28,6,12,4,2,3,1,0,Suite,4,5,9487.18,0.537
City Hotel,21,3,2,2,2,1,1,0,Family,1,6,7531.42,0.665
City Hotel,320,3,47,6,3,3,0,1,Standard,2,0,2771.12,0.615
City Hotel,284,8,50,5,1,1,0,1,Deluxe,2,9,5568.33,0.538
City Hotel,47,8,48,1,1,3,0,1,Suite,4,0,9060.68,0.747
Resort Hotel,4,7,12,2,2,3,1,1,Deluxe,4,6,5845.8,0.749
City Hotel,249,10,50,0,2,2,1,1,Suite,3,3,9773.83,0.581
Resort Hotel,162,4,46,7,1,1,0,1,Suite,3,5,8453.42,0.592
Resort Hotel,201,4,26,7,0,1,2,1,Suite,1,5,8981.98,0.608
Resort Hotel,100,3,21,1,3,2,2,0,Family,4,8,7982.44,0.58
Resort Hotel,70,5,44,6,1,2,0,0,Standard,3,1,3893.73,0.687
City Hotel,162,3,37,6,2,2,1,1,Family,1,3,7768.44,0.515
Resort Hotel,172,8,36,2,0,2,1,1,Standard,2,3,3438.2,0.591
Resort Hotel,140,7,18,0,0,1,2,0,Suite,4,6,8942.88,0.724
Resort Hotel,137,3,24,5,0,1,0,0,Standard,0,0,3199.6,0.732
City Hotel,65,9,30,1,3,2,2,1,Family,4,4,8380.01,0.875
City Hotel,197,12,17,1,3,3,2,0,Deluxe,3,3,7666.96,1.0
City Hotel,327,5,16,0,1,3,0,0,Family,4,1,7805.41,0.588
Resort Hotel,227,9,42,1,1,3,2,1,Family,0,4,7835.93,0.708
Resort Hotel,280,7,17,7,1,3,1,0,Family,4,8,7764.95,0.46
City Hotel,171,7,44,5,1,1,2,1,Family,3,7,8352.75,0.613
Resort Hotel,315,6,12,5,2,1,0,0,Family,2,8,7591.29,0.492
City Hotel,39,2,27,5,3,1,1,1,Standard,3,6,3427.44,0.515
City Hotel,6,9,4,0,0,3,1,0,Standard,1,9,4726.29,0.861
Resort Hotel,173,6,35,3,2,2,2,0,Deluxe,3,6,6143.26,0.756
Resort Hotel,150,8,1,3,1,3,1,1,Family,1,1,8179.12,0.667
Resort Hotel,210,1,12,6,1,1,0,0,Family,4,2,7060.68,0.468
Resort Hotel,301,5,29,6,2,3,2,0,Deluxe,1,9,7006.28,0.544
City Hotel,85,12,8,7,0,2,1,1,Deluxe,4,7,7113.58,0.886
City Hotel,252,1,8,1,3,2,0,0,Suite,1,1,8644.75,0.494
City Hotel,20,10,12,5,3,3,2,0,Deluxe,3,6,7498.41,0.776
City Hotel,256,11,36,1,0,1,0,1,Deluxe,0,5,6555.24,0.842
City Hotel,32,8,48,0,3,1,1,1,Deluxe,4,9,6348.29,0.774
Resort Hotel,259,8,34,1,1,1,2,1,Suite,1,3,9324.92,0.421
City Hotel,233,1,36,4,1,3,2,1,Standard,0,3,4256.9,0.581
City Hotel,2,9,4,3,1,1,1,1,Suite,1,2,9039.85,0.735
City Hotel,346,2,11,1,1,3,0,1,Standard,1,5,3190.56,0.37
Resort Hotel,307,12,3,1,0,1,1,1,Deluxe,1,2,5528.15,0.938
Resort Hotel,226,9,10,2,3,2,2,1,Suite,3,8,9446.61,0.745
Resort Hotel,283,1,12,7,3,2,2,0,Suite,1,3,8111.93,0.37
Resort Hotel,69,12,49,1,2,1,1,0,Standard,0,3,4861.12,0.742
City Hotel,312,10,9,4,0,3,0,1,Suite,1,1,9206.4,0.729
City Hotel,363,9,21,3,3,1,1,0,Suite,2,1,8497.47,0.986
Resort Hotel,253,4,34,2,3,3,0,1,Family,4,6,7293.66,0.513
Resort Hotel,143,9,22,7,2,2,0,0,Standard,3,4,5366.03,0.656
City Hotel,23,7,18,0,1,3,2,0,Suite,2,2,8914.37,0.693
City Hotel,233,11,44,6,3,1,0,1,Suite,2,5,10028.54,0.989
Resort Hotel,332,6,6,0,1,2,2,0,Deluxe,0,5,5898.21,0.627
Resort Hotel,174,5,25,3,2,3,0,0,Family,0,0,7125.86,0.58
Resort Hotel,331,11,50,6,3,3,0,0,Family,3,2,7280.65,0.793
Resort Hotel,324,9,45,0,1,2,2,1,Deluxe,3,4,6447.07,0.692
City Hotel,356,2,15,7,0,1,0,0,Deluxe,4,6,4665.39,0.516
City Hotel,158,11,1,4,1,2,1,0,Deluxe,1,3,6734.15,0.871
City Hotel,347,12,40,1,1,1,0,1,Deluxe,3,7,6816.85,0.75
Resort Hotel,347,2,18,3,1,1,2,0,Family,3,2,6918.46,0.515
Resort Hotel,285,11,52,6,1,3,2,0,Suite,1,5,10312.59,0.875
City Hotel,17,12,44,2,0,1,1,0,Suite,4,5,9661.9,0.657
City Hotel,43,9,31,1,2,1,0,0,Deluxe,0,8,5968.01,0.69
City Hotel,154,12,20,0,1,2,1,1,Standard,4,3,4760.43,0.634
City Hotel,354,3,44,0,1,2,0,1,Deluxe,1,6,4467.06,0.525
Resort Hotel,230,8,25,2,3,1,1,1,Suite,0,9,8097.42,0.665
City Hotel,315,11,33,4,3,3,2,0,Standard,0,0,4820.92,0.742
City Hotel,224,9,10,7,0,2,2,1,Deluxe,0,0,6673.55,0.686
City Hotel,216,8,29,7,0,3,1,0,Standard,4,1,5886.55,0.728
City Hotel,55,4,19,2,0,2,0,0,Deluxe,1,3,4695.96,0.488
City Hotel,30,12,28,3,3,2,0,1,Family,4,5,8580.41,0.839
City Hotel,356,1,27,2,1,1,2,1,Suite,4,3,7373.43,0.474
City Hotel,58,4,19,0,3,2,0,1,Deluxe,2,5,5829.39,0.676
Resort Hotel,352,9,43,4,2,2,1,0,Standard,3,1,4492.65,0.719
Resort Hotel,234,2,31,4,0,3,1,0,Suite,4,8,8010.53,0.491
Resort Hotel,106,3,35,5,0,2,0,0,Deluxe,2,2,6015.1,0.444
Resort Hotel,190,10,14,2,0,2,2,0,Deluxe,1,6,5923.81,0.78
City Hotel,17,8,50,3,2,3,2,1,Deluxe,2,0,6712.28,0.681
Resort Hotel,225,6,6,0,1,1,2,1,Deluxe,4,7,4894.18,0.796
Resort Hotel,166,8,9,1,1,1,2,0,Family,1,3,8264.37,0.854
City Hotel,70,7,41,7,1,2,2,0,Suite,2,4,9785.77,0.626
City Hotel,361,5,27,7,0,2,1,1,Family,4,6,7072.07,0.389
Resort Hotel,53,9,17,7,1,3,0,1,Suite,1,2,10167.02,0.814
Resort Hotel,244,4,36,4,3,1,1,0,Deluxe,1,8,6301.42,0.547
City Hotel,349,6,4,7,0,1,2,1,Suite,3,8,7672.71,0.615
Resort Hotel,75,2,24,2,2,1,2,0,Standard,4,7,4057.99,0.669
City Hotel,34,2,51,5,2,3,0,0,Suite,3,0,9698.85,0.585
City Hotel,266,2,16,3,1,3,0,0,Standard,1,1,4145.47,0.635
City Hotel,316,10,17,3,0,3,0,0,Standard,1,1,4243.08,0.856
City Hotel,299,7,3,6,3,2,1,1,Family,2,2,8100.17,0.658
Resort Hotel,120,2,39,7,3,1,0,1,Suite,3,1,8664.01,0.618
City Hotel,323,12,37,0,0,2,1,0,Deluxe,0,0,5925.02,0.811
City Hotel,24,2,3,4,1,2,2,0,Suite,4,4,9313.97,0.604
Resort Hotel,159,9,44,0,2,3,1,0,Family,3,5,7328.94,0.741
City Hotel,83,7,51,7,2,1,0,0,Standard,1,6,4871.78,0.811
Resort Hotel,113,11,41,5,3,2,1,0,Standard,2,9,5386.03,0.647
Resort Hotel,222,3,35,1,3,1,1,1,Family,4,6,7411.42,0.532
Resort Hotel,165,3,3,7,3,2,1,0,Family,4,1,8374.96,0.566
City Hotel,190,7,16,1,2,3,0,1,Suite,2,6,8925.02,0.687
Resort Hotel,174,5,20,1,3,2,1,0,Standard,1,1,3690.73,0.497
Resort Hotel,0,10,45,3,2,3,0,0,Family,0,1,9219.11,0.676
City Hotel,228,6,6,4,2,1,1,0,Suite,2,5,8107.01,0.654
Resort Hotel,85,12,33,7,1,2,1,0,Suite,0,5,9803.61,0.746
Resort Hotel,61,8,43,0,1,2,1,1,Deluxe,3,7,6039.76,0.528
Resort Hotel,319,9,50,0,1,3,0,1,Standard,4,4,3752.11,0.689
Resort Hotel,205,1,27,5,3,3,0,1,Suite,1,4,8332.41,0.404
Resort Hotel,104,3,30,1,2,1,0,0,Family,0,9,6690.06,0.635
City Hotel,317,11,35,4,3,3,2,1,Standard,1,0,5302.75,0.804
Resort Hotel,290,7,18,4,2,1,0,0,Family,3,3,8113.71,0.765
Resort Hotel,249,6,30,5,1,2,1,0,Family,0,0,7124.53,0.671
City Hotel,12,7,43,2,1,1,2,1,Suite,1,9,8992.77,0.568
City Hotel,162,8,26,4,3,1,0,0,Suite,1,4,9488.32,0.385
City Hotel,42,6,15,4,2,1,0,0,Deluxe,3,7,5934.28,0.764
Resort Hotel,110,3,32,0,3,2,2,1,Family,2,0,6944.7,0.532
City Hotel,204,2,35,5,0,2,2,1,Suite,3,2,8448.49,0.327
Resort Hotel,255,12,12,7,3,3,0,0,Deluxe,0,0,6436.36,0.957
Resort Hotel,306,7,21,4,1,1,2,1,Standard,0,5,4654.15,0.733
City Hotel,143,12,12,4,2,2,1,1,Deluxe,4,9,7073.17,0.955
City Hotel,145,12,49,0,2,1,1,1,Deluxe,1,0,7510.17,0.843
Resort Hotel,300,12,1,7,3,1,1,0,Family,0,9,8139.93,0.866
City Hotel,163,11,11,7,1,1,0,0,Standard,2,2,4591.55,0.724
Resort Hotel,168,1,25,4,0,2,1,1,Family,2,4,6999.57,0.596
City Hotel,297,3,47,0,3,1,2,0,Family,3,4,7514.57,0.769
City Hotel,232,12,9,2,2,1,1,0,Deluxe,0,1,6193.39,0.883
City Hotel,270,11,39,3,1,3,2,1,Deluxe,0,2,6458.19,0.739
Resort Hotel,59,4,43,6,2,1,1,1,Suite,4,8,9019.93,0.469
City Hotel,295,1,27,0,2,3,2,1,Deluxe,4,0,4724.11,0.639
Resort Hotel,234,5,29,0,2,1,1,0,Suite,4,0,8420.0,0.631
Resort Hotel,164,10,50,4,2,3,1,0,Family,0,1,8710.2,0.76
Resort Hotel,193,3,27,0,0,2,1,0,Deluxe,3,7,5313.28,0.377
Resort Hotel,233,2,28,5,1,2,2,0,Standard,3,5,4281.12,0.345
City Hotel,182,3,39,1,3,1,2,1,Standard,3,3,3869.17,0.584
Resort Hotel,332,8,18,1,1,3,1,1,Family,3,6,8212.93,0.61
Resort Hotel,231,6,15,2,1,2,2,1,Family,2,5,7469.22,0.671
City Hotel,360,7,16,7,1,1,2,1,Deluxe,0,8,5308.04,0.77
Resort Hotel,106,12,47,0,3,1,0,1,Suite,1,5,8849.19,0.743
City Hotel,222,6,23,7,1,3,1,0,Deluxe,0,1,6313.36,0.673
Resort Hotel,79,6,30,5,3,3,2,1,Suite,3,2,10050.92,0.638
City Hotel,233,12,36,4,3,1,2,0,Deluxe,2,8,7225.86,1.0
Resort Hotel,183,3,35,4,0,3,2,0,Standard,2,6,3760.14,0.522
City Hotel,184,12,28,6,2,3,2,1,Standard,0,5,6264.73,0.73
Resort Hotel,133,8,46,3,3,2,0,0,Suite,1,4,8074.04,0.655
Resort Hotel,219,12,3,2,2,3,2,0,Deluxe,3,2,6788.45,0.916
City Hotel,287,7,16,5,1,1,2,1,Family,2,3,8023.08,0.625
City Hotel,363,7,15,7,2,3,0,0,Suite,3,0,9580.33,0.749
City Hotel,201,6,19,5,2,1,1,1,Standard,3,4,4576.57,0.654
City Hotel,145,5,10,6,2,1,1,1,Suite,3,6,9425.21,0.631
Resort Hotel,323,10,49,6,1,3,0,0,Deluxe,4,1,6540.75,0.91
Resort Hotel,126,8,4,4,1,3,1,0,Family,3,7,8287.32,0.519
City Hotel,134,5,22,7,3,3,1,1,Family,3,9,7442.98,0.638
Resort Hotel,113,9,18,3,3,2,0,0,Suite,1,5,9302.97,0.795
City Hotel,263,9,22,4,0,2,2,1,Deluxe,1,9,5750.34,0.764
City Hotel,63,1,42,3,1,3,0,1,Deluxe,4,2,5632.14,0.378
Resort Hotel,134,6,16,1,0,1,0,1,Family,4,1,6348.08,0.536
Resort Hotel,40,7,3,5,1,3,0,1,Standard,3,7,4692.42,0.703
Resort Hotel,295,3,44,6,2,2,0,1,Deluxe,2,3,4764.91,0.341
Resort Hotel,2,7,51,1,0,2,0,1,Family,2,6,7640.07,0.622
Resort Hotel,193,11,35,7,0,3,2,0,Family,0,6,8998.22,0.652
Resort Hotel,109,11,41,4,0,1,1,1,Deluxe,2,9,5655.22,0.794
Resort Hotel,220,7,39,2,1,1,0,0,Deluxe,2,8,5582.13,0.659
City Hotel,3,11,16,0,3,2,2,0,Suite,1,9,9901.7,0.813
City Hotel,243,2,21,2,0,2,0,0,Standard,0,7,3027.96,0.463
City Hotel,165,7,21,2,3,2,2,1,Suite,0,7,9112.42,0.702
City Hotel,25,1,1,0,1,1,1,1,Suite,1,6,7541.57,0.525
City Hotel,16,5,30,5,0,2,2,0,Family,2,9,8496.39,0.539
Resort Hotel,215,9,47,1,1,2,2,1,Family,2,4,8535.6,0.834
City Hotel,91,7,34,1,3,1,1,0,Standard,0,8,4752.51,0.745
City Hotel,30,7,48,5,3,2,1,1,Suite,2,6,9006.27,0.611
City Hotel,204,11,39,0,0,2,2,1,Suite,0,2,10036.29,0.696
City Hotel,206,12,46,3,3,3,0,1,Family,2,5,8969.46,0.893
City Hotel,106,2,23,2,2,2,0,0,Family,3,2,7612.71,0.389
City Hotel,145,8,34,4,2,3,1,0,Deluxe,1,5,7226.33,0.571
City Hotel,100,3,30,1,0,2,0,0,Suite,4,7,8224.55,0.623
Resort Hotel,317,8,50,5,1,2,1,1,Standard,3,8,3968.77,0.882
Resort Hotel,240,3,33,4,1,3,2,1,Suite,2,1,8390.81,0.515
City Hotel,246,10,16,6,1,2,2,0,Family,4,5,8267.77,0.701
Resort Hotel,162,7,41,0,2,3,0,0,Deluxe,3,2,5735.49,0.653
Resort Hotel,172,2,30,4,3,2,1,0,Suite,1,6,8061.67,0.503
Resort Hotel,34,4,3,7,2,3,0,1,Standard,4,3,3774.4,0.557
Resort Hotel,283,11,45,4,3,3,0,0,Family,4,4,7642.07,0.714
City Hotel,358,6,2,7,2,2,2,1,Deluxe,1,9,6167.09,0.669
Resort Hotel,357,11,26,2,1,2,0,1,Suite,3,5,8801.34,0.844
Resort Hotel,20,9,18,0,1,3,2,0,Standard,4,7,5264.92,0.741
Resort Hotel,307,5,2,4,1,1,1,1,Family,1,1,7045.78,0.609
City Hotel,162,9,40,1,0,2,0,1,Standard,3,3,4702.2,0.664
City Hotel,96,5,3,0,0,2,2,1,Suite,2,3,8363.36,0.507
City Hotel,306,10,17,1,3,1,0,1,Family,0,5,7753.2,0.62
City Hotel,338,8,24,5,0,1,1,0,Suite,2,3,9000.05,0.55
City Hotel,54,1,2,5,2,3,0,1,Deluxe,2,4,5668.74,0.588
City Hotel,332,7,6,6,2,2,0,0,Suite,0,4,9392.84,0.617
City Hotel,126,4,40,3,3,3,2,1,Deluxe,2,7,6511.08,0.64
Resort Hotel,192,5,26,5,3,2,1,0,Suite,2,3,9468.67,0.554
Resort Hotel,242,6,49,4,1,1,1,1,Standard,1,5,3595.48,0.643
Resort Hotel,348,5,6,0,0,3,1,0,Standard,1,6,3344.32,0.591
City Hotel,87,12,12,5,1,2,0,1,Family,3,7,7632.69,0.957
City Hotel,335,1,21,1,0,2,2,0,Standard,4,8,2948.6,0.477
City Hotel,214,12,16,4,0,1,0,0,Standard,3,9,3886.85,0.884
City Hotel,91,9,6,5,3,1,0,0,Deluxe,1,7,7641.48,0.585
City Hotel,302,2,34,7,1,2,0,1,Standard,1,3,3646.63,0.685
Resort Hotel,234,9,3,7,1,1,1,1,Deluxe,0,3,6182.8,0.808
Resort Hotel,183,10,41,2,0,1,2,0,Deluxe,0,9,6610.29,0.691
City Hotel,37,2,19,1,0,3,1,1,Deluxe,1,4,4730.64,0.49
City Hotel,138,9,29,6,3,2,0,0,Suite,2,2,9427.04,0.844
City Hotel,194,6,32,6,2,3,0,0,Deluxe,3,1,6037.65,0.743
City Hotel,14,11,10,6,1,1,2,1,Suite,1,1,10544.35,0.751
Resort Hotel,256,9,27,1,1,2,1,1,Deluxe,1,8,5448.89,0.639
City Hotel,134,6,29,6,3,1,0,1,Suite,0,7,8683.38,0.758
City Hotel,0,6,13,3,3,1,0,1,Family,3,5,7855.79,0.603
City Hotel,48,11,20,2,1,2,2,1,Family,3,8,9069.71,0.809
City Hotel,95,2,28,3,1,1,0,1,Suite,4,4,8115.71,0.493
Resort Hotel,200,8,27,7,0,3,1,0,Family,1,9,7946.91,0.678
City Hotel,25,3,13,5,2,2,1,0,Standard,4,0,4353.27,0.765
City Hotel,342,7,25,2,1,1,0,0,Deluxe,0,7,4823.5,0.667
Resort Hotel,234,5,29,1,3,1,0,1,Suite,4,2,7710.54,0.769
Resort Hotel,348,3,52,3,0,1,0,0,Family,2,8,6558.06,0.423
Resort Hotel,243,1,15,4,0,2,2,1,Family,1,0,7237.18,0.352
City Hotel,357,8,45,2,3,3,2,1,Standard,1,2,4579.19,0.758
City Hotel,326,3,45,1,3,1,1,1,Deluxe,3,0,5153.54,0.498
Resort Hotel,350,2,30,0,0,1,1,0,Standard,4,0,2984.96,0.548
Resort Hotel,50,1,38,2,3,1,0,0,Suite,3,5,6826.18,0.313
Resort Hotel,80,4,32,2,0,2,0,1,Family,4,3,7345.29,0.397
Resort Hotel,35,8,50,5,3,1,0,0,Family,4,9,9004.33,0.701
Resort Hotel,66,3,7,4,0,1,2,1,Family,0,3,7275.88,0.527
Resort Hotel,128,1,35,5,1,1,2,1,Standard,4,4,4462.57,0.491
City Hotel,154,4,33,6,1,2,0,0,Standard,3,2,4149.68,0.767
City Hotel,244,9,12,2,3,3,0,1,Deluxe,4,1,6301.82,0.773
City Hotel,110,1,23,7,2,2,1,1,Suite,4,9,8863.17,0.739
Resort Hotel,167,12,5,2,1,3,2,1,Deluxe,1,7,6305.32,0.808
Resort Hotel,141,11,43,6,0,3,0,1,Deluxe,1,6,7703.79,0.925
Resort Hotel,355,2,44,4,2,2,2,0,Family,1,9,6841.47,0.648
Resort Hotel,196,9,31,4,0,1,0,0,Standard,2,3,3558.92,0.674
Resort Hotel,108,2,16,7,0,3,0,1,Suite,1,1,8417.18,0.533
Resort Hotel,78,3,33,7,1,1,1,1,Deluxe,2,8,5805.53,0.54
City Hotel,160,7,50,3,3,3,1,1,Suite,2,7,9994.71,0.782
City Hotel,18,3,1,1,3,1,1,0,Family,3,3,7276.27,0.603
Resort Hotel,126,9,22,1,0,1,0,0,Deluxe,1,4,5537.4,0.633
City Hotel,204,6,28,3,1,2,1,0,Standard,4,9,3939.3,0.521
Resort Hotel,28,3,5,1,0,1,0,0,Deluxe,0,5,4315.99,0.45
City Hotel,206,9,4,2,2,3,2,0,Family,4,3,8174.55,0.635
Resort Hotel,279,1,1,3,0,1,2,1,Deluxe,1,1,4496.87,0.43
Resort Hotel,150,10,15,3,1,1,0,0,Family,4,4,8025.03,0.629
City Hotel,239,3,37,1,0,1,1,0,Deluxe,1,0,3910.56,0.687
City Hotel,265,1,39,0,1,3,1,1,Suite,1,6,7599.27,0.372
Resort Hotel,181,2,49,7,3,3,2,0,Standard,4,8,5191.83,0.591
Resort Hotel,104,12,52,1,1,3,0,1,Family,2,2,8701.98,1.0
City Hotel,235,8,38,5,2,1,0,1,Suite,3,5,9400.0,0.709
City Hotel,172,7,45,0,1,2,0,0,Family,3,8,7109.46,0.684
Resort Hotel,157,2,24,3,2,3,2,0,Deluxe,3,3,6619.05,0.573
City Hotel,171,2,23,0,2,1,2,0,Family,3,5,7256.48,0.402
Resort Hotel,310,9,47,2,0,3,1,0,Family,0,2,7864.23,0.768
Resort Hotel,156,6,7,4,2,2,0,1,Standard,1,8,4511.09,0.684
Resort Hotel,257,5,31,0,1,1,0,1,Suite,0,6,7218.15,0.621
Resort Hotel,163,10,7,5,3,3,0,0,Deluxe,3,6,6245.7,0.581
City Hotel,146,6,13,4,1,3,0,1,Standard,3,3,4711.52,0.839
City Hotel,153,9,4,2,3,2,2,1,Family,4,5,9010.91,0.749
City Hotel,37,11,18,5,2,3,1,1,Standard,3,7,5216.1,0.653
City Hotel,130,7,40,6,0,1,2,0,Family,1,5,8517.27,0.575
City Hotel,357,10,19,4,2,1,1,1,Deluxe,3,5,6353.37,0.672
City Hotel,254,10,16,6,2,2,0,1,Family,3,3,7894.54,0.909
City Hotel,207,9,52,2,3,2,0,1,Standard,0,7,3939.23,0.713
Resort Hotel,94,4,18,4,1,2,0,0,Standard,1,9,3551.33,0.588
City Hotel,347,2,16,4,0,1,0,1,Family,2,7,6061.64,0.497
City Hotel,326,12,48,1,0,2,0,1,Suite,4,8,8749.65,0.903
Resort Hotel,170,8,31,5,0,3,2,1,Standard,2,5,4163.92,0.808
City Hotel,249,4,25,7,0,3,1,1,Suite,0,1,8658.29,0.449
City Hotel,189,9,2,5,1,1,2,1,Suite,3,3,9630.96,0.715
Resort Hotel,198,4,46,0,0,3,0,1,Suite,4,3,8435.02,0.578
City Hotel,220,8,51,6,3,2,1,1,Suite,1,7,9264.69,0.605
City Hotel,23,9,28,6,3,3,1,0,Standard,4,4,6351.14,0.667
City Hotel,243,9,16,5,0,2,0,0,Standard,0,3,4374.09,0.696
Resort Hotel,323,10,36,5,0,3,1,0,Suite,3,7,10721.76,0.649
City Hotel,127,4,45,4,1,1,2,0,Standard,0,2,3672.63,0.629
City Hotel,92,1,40,6,1,2,2,0,Suite,1,1,8946.87,0.552
Resort Hotel,299,3,35,3,0,3,2,0,Suite,2,3,8408.18,0.627
City Hotel,132,9,24,7,1,1,2,1,Suite,3,0,9452.3,0.678
Resort Hotel,54,4,35,1,2,3,1,0,Family,3,0,8122.79,0.385
Resort Hotel,157,5,30,7,0,1,2,0,Deluxe,0,4,6417.38,0.554
City Hotel,28,7,37,0,1,3,1,0,Standard,0,0,4365.77,0.57
Resort Hotel,210,5,11,7,3,2,0,0,Standard,0,3,4489.22,0.608
Resort Hotel,153,4,45,1,0,2,2,1,Suite,3,7,8623.87,0.657
City Hotel,292,2,34,0,0,2,0,1,Family,0,7,6085.34,0.739
Resort Hotel,221,2,38,2,3,2,2,1,Family,4,1,6880.09,0.459
Resort Hotel,114,4,39,4,3,2,0,1,Standard,4,2,4071.09,0.613
City Hotel,157,10,24,5,1,3,0,0,Suite,4,2,9590.65,0.767
City Hotel,258,10,29,5,3,3,0,1,Standard,3,0,4453.28,0.894
City Hotel,250,9,4,3,2,3,0,0,Suite,0,2,9578.83,0.747
Resort Hotel,121,8,41,7,0,3,0,1,Suite,1,7,9580.42,0.664
City Hotel,298,3,50,6,2,2,1,0,Deluxe,0,5,5486.09,0.571
Resort Hotel,262,9,30,6,1,1,1,0,Suite,3,4,8480.43,0.76
Resort Hotel,48,5,14,1,3,2,2,1,Deluxe,4,9,6312.54,0.699
Resort Hotel,328,11,24,1,0,3,1,1,Standard,3,8,3749.86,0.945
Resort Hotel,296,3,38,1,3,2,0,1,Standard,0,6,3328.54,0.735
Resort Hotel,361,5,52,6,3,2,1,1,Family,3,5,8054.18,0.549
Resort Hotel,76,10,34,5,1,2,1,1,Deluxe,1,4,7679.08,0.6
Resort Hotel,126,4,36,6,1,1,0,1,Standard,3,4,3881.46,0.475
City Hotel,196,8,15,1,1,2,1,1,Deluxe,2,9,6787.17,0.724
City Hotel,220,12,35,4,1,2,0,0,Standard,3,8,5226.34,0.913
Resort Hotel,90,5,29,0,0,1,1,1,Deluxe,0,9,5506.22,0.601
Resort Hotel,7,10,36,5,2,2,0,0,Deluxe,2,5,7443.95,0.654
City Hotel,31,12,4,4,2,2,2,0,Suite,4,3,11107.54,0.653
Resort Hotel,319,8,15,2,0,2,1,1,Standard,0,3,4373.73,0.859
City Hotel,268,9,11,7,3,2,2,0,Family,1,3,8643.46,0.676
City Hotel,190,4,49,4,0,2,0,1,Suite,3,5,8051.84,0.446
City Hotel,348,7,15,7,2,3,0,0,Family,3,0,7308.53,0.672
Resort Hotel,162,2,21,4,2,2,2,1,Deluxe,0,8,5760.03,0.55
Resort Hotel,60,6,35,2,0,1,0,1,Suite,3,1,9070.66,0.738
City Hotel,263,8,23,4,1,2,0,1,Deluxe,3,1,5393.14,0.581
City Hotel,284,12,10,0,3,3,0,1,Standard,4,4,4193.71,0.916
City Hotel,94,7,4,5,0,1,0,1,Standard,3,3,5060.96,0.807
City Hotel,40,7,45,7,2,1,0,0,Family,3,2,8041.91,0.684
City Hotel,148,8,25,3,1,2,0,1,Standard,4,4,3443.67,0.761
Resort Hotel,203,7,2,6,3,3,0,1,Family,3,6,7515.78,0.756
City Hotel,266,5,38,2,2,2,0,0,Deluxe,4,9,5539.33,0.565
Resort Hotel,1,7,19,7,3,3,2,1,Suite,1,1,10109.97,0.536
City Hotel,177,10,24,5,1,3,1,0,Standard,3,5,5385.23,0.691
Resort Hotel,193,3,8,1,2,2,0,1,Deluxe,0,3,4953.15,0.399
Resort Hotel,335,5,6,7,1,3,2,0,Suite,2,1,9285.64,0.672
Resort Hotel,195,7,20,0,0,2,0,1,Deluxe,1,0,6243.64,0.835
Resort Hotel,342,9,14,3,0,3,1,1,Family,3,7,7772.7,0.639
Resort Hotel,248,2,40,0,3,1,0,0,Deluxe,0,4,5192.73,0.504
Resort Hotel,211,4,6,7,1,2,2,0,Family,2,9,7934.74,0.575
City Hotel,152,12,12,0,1,3,2,0,Family,4,1,8120.66,1.0
Resort Hotel,157,7,41,1,3,1,1,0,Standard,3,7,5124.19,0.63
City Hotel,361,1,7,3,3,1,0,0,Family,4,2,7389.18,0.637
Resort Hotel,138,2,45,6,3,1,2,1,Family,1,6,7547.43,0.554
Resort Hotel,220,9,30,0,0,1,1,1,Deluxe,2,1,5685.9,0.408
City Hotel,272,10,16,1,3,2,1,0,Family,2,6,8675.77,0.7
Resort Hotel,153,7,8,2,0,3,0,0,Family,4,3,7551.59,0.763
City Hotel,248,12,14,1,3,1,2,0,Deluxe,4,9,7087.24,0.75
City Hotel,278,10,48,4,1,3,0,1,Suite,1,0,8937.1,0.801
City Hotel,303,7,20,7,1,3,0,1,Standard,0,4,5360.52,0.848
City Hotel,275,6,28,5,3,3,0,0,Deluxe,3,3,6231.72,0.702
Resort Hotel,1,3,6,7,3,2,2,1,Family,0,7,8723.39,0.511
Resort Hotel,87,10,30,7,0,2,1,0,Deluxe,2,0,7604.25,0.821
City Hotel,286,3,4,1,2,1,0,1,Suite,3,1,8087.36,0.624
Resort Hotel,129,2,36,1,0,3,0,0,Deluxe,1,4,5016.67,0.647
Resort Hotel,77,11,3,1,1,2,2,0,Deluxe,0,9,7656.25,0.766
City Hotel,259,6,10,7,3,2,0,1,Deluxe,0,9,6499.56,0.569
Resort Hotel,240,4,38,6,1,2,1,1,Deluxe,3,1,5637.68,0.654
City Hotel,140,5,27,0,2,1,0,0,Family,1,0,6218.4,0.682
City Hotel,227,3,18,6,0,2,1,0,Deluxe,1,5,5488.72,0.522
Resort Hotel,162,6,45,3,1,3,0,1,Suite,0,9,8611.23,0.496
Resort Hotel,235,11,11,1,0,2,0,0,Deluxe,0,3,5992.29,0.729
Resort Hotel,127,12,36,1,3,2,0,0,Deluxe,4,4,6325.17,0.682
City Hotel,199,3,40,4,1,1,1,0,Family,3,2,7244.08,0.548
City Hotel,30,8,35,4,2,3,0,0,Family,1,9,8215.46,0.778
Resort Hotel,137,9,44,2,0,2,0,0,Deluxe,2,5,6689.53,0.525
Resort Hotel,20,4,13,2,0,3,0,0,Family,3,3,7766.95,0.631
